Description,Rate,Titles,Vote_count,Year
Thriller. Drama. Asesinos en serie,"6,9",La venganza es mía ,494 votos,1979
Documental. Documental sobre música. Familia,"6,9",Mistaken for Strangers ,369 votos,2013
Aventuras. Comedia. Crimen. Road Movie,"6,9","El mundo está loco, loco, loco ",5.055 votos,1963
Bélico. Drama. II Guerra Mundial,"6,9","Uno Rojo, división de choque ",2.625 votos,1980
Western. ,"6,9",Mayor Dundee ,2.644 votos,1965
Drama. Comedia negra,"6,9",Zoo ,567 votos,1985
Drama. ,"6,9",Dos personas ,302 votos,1945
Romance. Drama. Drama romántico. Enfermedad. Vejez. Alzheimer. Discapacidad,"6,9",Lejos de ella ,2.852 votos,2006
Drama. Religión. Amistad. Basado en hechos reales,"6,9",Más allá de las colinas ,1.087 votos,2012
Drama. Basado en hechos reales. Siglo XIX. Discapacidad. Discapacidad auditiva. Religión,"6,9",La historia de Marie Heurtin ,1.186 votos,2014
Drama. Enfermedad. Familia,"6,9",Stopped on Track ,287 votos,2011
Comedia. Drama. Amistad,"6,9",25 Watts ,1.064 votos,2001
Drama. Biográfico,"6,9",Wittgenstein ,556 votos,1993
Comedia. Drama. Comedia negra. Teatro,"6,9",La Venus de las pieles ,8.757 votos,2013
Cine negro. Drama. Prostitución. Mafia. Melodrama,"6,9",La mujer marcada ,752 votos,1937
Drama. Romance. Drama romántico. Adolescencia,"6,9",Una historia de amor sueca ,693 votos,1970
Intriga. Drama judicial,"6,9",El proceso Paradine ,4.276 votos,1947
Cine negro. Drama. Acción. ,"6,9",Ruta infernal ,261 votos,1957
Comedia. Drama. Romance. Free Cinema. Familia. Trabajo/empleo. Drama psicológico,"6,9","Billy, el embustero ",346 votos,1963
Thriller. Acción. Crimen,"6,9",7 cajas ,3.279 votos,2012
Drama. ,"6,9",Luna de Avellaneda ,15.768 votos,2004
Drama. Familia,"6,9",Todo está perdonado ,554 votos,2007
Documental. ,"6,9",La roca ,220 votos,2011
Intriga. Siglo XVII,"6,9",El contrato del dibujante ,1.800 votos,1982
Comedia. ,"6,9",Comida sobre la hierba ,388 votos,1959
Drama. ,"6,9",No One's Child ,154 votos,2014
Drama. Cine negro. Crimen. Teatro,"6,9",El Gran Flamarion ,648 votos,1945
Intriga. Espionaje,"6,9",Enviado especial ,2.131 votos,1940
Drama. Romance. Falso documental. Música. Cine experimental. Drama romántico,"6,9",Aquel querido mes de agosto ,616 votos,2008
Cine negro. Intriga. Drama. Crimen,"6,9",El caso de Thelma Jordon ,366 votos,1950
Drama. Música. Cine independiente USA. Discapacidad,"6,9",La música nunca dejó de sonar ,1.817 votos,2011
Bélico. Western. Guerra de Independencia Americana. Siglo XVIII,"6,9",Corazones indomables ,1.252 votos,1939
Documental. Baile. Flamenco,"6,9","Sacromonte, los sabios de la tribu ",103 votos,2014
Ciencia ficción. Drama. Nouvelle vague. Thriller futurista. Distopía. Neo-noir,"6,9",Alphaville (Lemmy contra Alphaville) ,4.640 votos,1965
Aventuras. Thriller. Espionaje. II Guerra Mundial,"6,9",Espía por mandato ,425 votos,1962
Drama. Romance. Familia. Enfermedad,"6,9",Declaración de guerra ,4.690 votos,2011
Animación. Drama. Romance. Drama romántico. Historias cruzadas,"6,9",5 centímetros por segundo ,7.281 votos,2007
Drama. Religión. Vida rural,"6,9",Luz Silenciosa ,1.519 votos,2007
Comedia. Drama. Comedia dramática. Drama social,"6,9",Oh Boy ,3.201 votos,2012
Documental. Baile. Adolescencia,"6,9",Cinco días para bailar (Five Days to Dance) ,275 votos,2014
Documental. Documental sobre música,"6,9",Corazones rebeldes (Young At Heart) ,348 votos,2007
Documental. Documental sobre música,"6,8",Brasileirinho ,166 votos,2005
Documental. Prostitución,"6,8",Mónica del Raval ,398 votos,2009
Drama. Crisis económica 2008. Historias cruzadas. Drama psicológico,"6,8",El capital humano ,4.861 votos,2013
Drama. Enseñanza. Colegios & Universidad. Adolescencia,"6,8",La clase ,20.491 votos,2008
Documental. Amistad. Terrorismo. ETA,"6,8",Asier ETA biok (Asier y yo) ,1.250 votos,2013
Serie de TV. Animación. Intriga. Sherlock Holmes. Años 1900 (circa). Steampunk,"6,8",Sherlock Holmes (Serie de TV),12.272 votos,1984
Aventuras. Drama. Terror. Infancia. Supervivencia,"6,8",El señor de las moscas ,3.740 votos,1963
Drama. Dogma,"6,8",La herencia ,840 votos,2002
Drama. Adopción. Familia. Infancia,"6,8",El niño de la bicicleta ,8.611 votos,2011
Drama. Siglo XVIII. Biográfico,"6,8",Escándalo en París ,419 votos,1946
Drama. Drama social. Prostitución. Amistad. Inmigración,"6,8",Princesas ,26.595 votos,2005
Drama. Años 40. Familia. Drama social,"6,8",Voces distantes ,791 votos,1988
Drama. Cine dentro del cine. Matemáticas,"6,8",Prisión ,684 votos,1949
Drama. Fotografía,"6,8",Sueños ,727 votos,1955
Drama. Drama social. Trabajo/empleo. Crisis económica 2008,"6,8","Dos días, una noche ",11.013 votos,2014
Drama. Literatura. Drama psicológico. Cine independiente USA,"6,8",Paterson ,12.373 votos,2016
Animación. Documental. Basado en hechos reales. Crimen. Animación para adultos,"6,8","Crulic, camino al más allá ",315 votos,2011
Acción. Drama. Basado en hechos reales. Catástrofes. Titanic,"6,8",La última noche del Titanic ,1.287 votos,1958
Documental. Documental sobre música,"6,8",A 20 pasos de la fama ,1.610 votos,2013
Drama. Siglo XVI. Cine mudo,"6,8",Las páginas del libro de Satán ,361 votos,1921
Drama. Bélico. II Guerra Mundial. Drama carcelario. Amistad,"6,8","Feliz Navidad, Mr. Lawrence ",2.821 votos,1983
Comedia. Musical. Música,"6,8",Qué noche la de aquel día ,5.343 votos,1964
Drama. Cine mudo. Siglo XV. Discapacidad,"6,8",El jorobado de Notre Dame ,928 votos,1923
Documental. Guerra de Siria. Feminismo,"6,8","Comandante Arian, una historia de mujeres, guerra y libertad ",109 votos,2018
Drama. Cine negro. Discapacidad. Melodrama. Drama psicológico,"6,8",Una mujer en la playa ,1.040 votos,1947
Comedia. Drama. Comedia dramática. Inmigración,"6,8",El otro lado de la esperanza ,3.933 votos,2017
Drama. Comedia. IRA. Terrorismo. Comedia dramática. Años 70. Transexualidad / transgénero,"6,8",Desayuno en Plutón ,6.361 votos,2005
Drama. Romance. Drama romántico,"6,8",Locuras de verano ,1.246 votos,1955
Drama. Adopción,"6,8",En buenas manos ,216 votos,2018
Documental. Musical. Drama. Ópera. Telefilm,"6,8",Così fan tutte (TV),42 votos,2013
Drama. Road Movie. Coches / Automovilismo. Película de culto,"6,8",Carretera asfaltada en dos direcciones ,1.314 votos,1971
Drama. Crimen. Racismo. Drama judicial,"6,8",Los jóvenes salvajes ,870 votos,1961
Drama. Bélico. Surrealismo. Guerra Civil Española,"6,8",El árbol de Guernica ,171 votos,1975
Drama. Telefilm. Cine dentro del cine. Neo-noir,"6,8",Grandeza y decadencia de un pequeño comercio de cine (TV),165 votos,1986
Romance. Comedia. Comedia romántica. Comedia dramática. Cocina,"6,8",Deliciosa Martha ,4.819 votos,2001
Documental. Terrorismo. ETA,"6,8","La pelota vasca, la piel contra la piedra ",12.378 votos,2003
Intriga. Thriller. Drama. Thriller psicológico. Drogas. Prostitución. Precuela. Película de culto. Cine independiente USA,"6,8",Twin Peaks: Fuego camina conmigo ,11.035 votos,1992
Drama. Enfermedad. Medicina. Cine independiente USA,"6,8",Elisa ,168 votos,1962
Documental. ,"6,8",Los increíbles ,191 votos,2012
Drama. Adolescencia. Erótico. Drama psicológico,"6,8",Lila dice ,3.085 votos,2004
Drama. ,"6,8","Ella, yo y el otro (César y Rosalie) ",314 votos,1972
Drama. Homosexualidad. Prostitución. Gran Depresión. Años 30. Celos,"6,8",La gata negra ,650 votos,1962
Terror. Ciencia ficción. Fantástico. Aventuras. Monstruos. Película de culto,"6,8",La isla de las almas perdidas ,813 votos,1932
Documental. Espionaje. Terrorismo. Política. Documental sobre Historia,"6,8",A Good American ,119 votos,2015
Drama. ,"6,8",Melody ,68 votos,2014
Drama. Crimen. Policíaco. Drama psicológico,"6,8",Érase una vez en Anatolia ,1.631 votos,2011
Drama. ,"6,8",71 fragmentos de una cronología del azar ,2.112 votos,1994
Drama. Comedia. Familia. Infancia,"6,8",Kiseki (Milagro) ,1.684 votos,2011
Drama. Histórico. Revolución Francesa. Siglo XVIII,"6,8",La noche de Varennes ,655 votos,1982
Animación. Infantil. Comedia. Aventuras. Cómic,"6,8",Astérix en Bretaña ,8.239 votos,1986
Drama. ,"6,8",Naturaleza muerta ,2.105 votos,2006
Drama. Basado en hechos reales. Aviones,"6,8",Whisky Romeo Zulu ,1.328 votos,2004
Drama. Drogas. Familia. Adolescencia,"6,8",La luna ,1.260 votos,1979
Comedia. Drama. ,"6,8",La caída del imperio americano ,639 votos,2018
Intriga. Drama. Policíaco. Crimen. Drama psicológico,"6,8",Arresto preventivo ,382 votos,1981
Drama. Histórico,"6,8",Coronel Redl ,447 votos,1984
Romance. Drama. Drama romántico. Drama de época. Siglo XIX,"6,8",Jane Eyre ,10.533 votos,2011
Intriga. Thriller. Crimen. Policíaco. Asesinos en serie,"6,8",El comisario Maigret ,400 votos,1958
Drama. Años 40. Posguerra española,"6,8",Silencio roto ,5.076 votos,2001
Documental. Metraje encontrado. Cine experimental,"6,8",El libro de imágenes ,408 votos,2018
Aventuras. Colonialismo. Años 1900 (circa),"6,8",La jungla en armas ,784 votos,1939
Comedia. Drama. Amistad. Comedia dramática,"6,8",Pequeñas mentiras sin importancia ,15.789 votos,2010
Intriga. Drama. Thriller. Familia,"6,8",El refugio de mi padre ,948 votos,2004
Thriller. Nazismo,"6,8",Odessa ,2.477 votos,1974
Drama. Romance. Drama romántico. Melodrama,"6,8",Orfeo negro ,1.793 votos,1959
Drama. Prostitución. Comedia dramática,"6,8",Irina Palm ,3.521 votos,2007
Drama. Romance. Drama romántico,"6,8",Cautivo del deseo ,1.103 votos,1934
Documental. ,"6,8",Oro negro ,212 votos,2006
Comedia. Thriller. ,"6,8",Gángsters a la fuerza ,242 votos,1963
Drama. Inmigración. Vida rural (Norteamérica). Cine independiente USA,"6,8",Frozen River (Río Helado) ,5.627 votos,2008
Drama. Romance. Drama psicológico,"6,8",Crónica de un amor ,622 votos,1950
Drama. Vida rural. Infancia. Free Cinema,"6,8",Cuando el viento silba ,303 votos,1961
Musical. Comedia. ,"6,8",Las Girls ,534 votos,1957
Drama. Drama sureño. Ejército. Homosexualidad,"6,8",Reflejos en un ojo dorado ,1.964 votos,1967
Cine negro. Drama. Crimen. Venganza,"6,8",Me hicieron un fugitivo ,199 votos,1947
Drama. Homosexualidad,"6,8",Lilting ,1.141 votos,2014
Documental. ,"6,8",General Idi Amin Dada ,285 votos,1974
Serie de TV. Drama. Terror. Thriller. Sobrenatural. Brujería,"6,8",Hammer House of Horror (Serie de TV),132 votos,1980
Drama. Romance. Conflicto árabe-israelí. Terrorismo. Drama romántico,"6,8",Una botella en el mar de Gaza ,1.465 votos,2011
Romance. Comedia. Drama. Amistad. Comedia romántica. Comedia dramática,"6,8",La buena boda ,811 votos,1982
Cine negro. Intriga. ,"6,8",Gardenia azul ,1.292 votos,1953
Terror. Cine mudo. Expresionismo alemán,"6,8",Las manos de Orlac ,454 votos,1924
Bélico. Drama. II Guerra Mundial. Basado en hechos reales,"6,8",El hombre que nunca existió ,504 votos,1956
Drama. Cine negro. Crimen,"6,8",G men contra el imperio del crimen ,488 votos,1935
Comedia. Musical. Comedia romántica,"6,8",El teniente seductor ,259 votos,1931
Documental. ,"6,8",Mi querida España (TV),278 votos,2015
Comedia. Adolescencia. Cómic. Cine independiente USA,"6,8",Ghost World ,15.497 votos,2001
Romance. Drama. Drama romántico. Homosexualidad. Amistad. Celos,"6,8",Los amores imaginarios ,5.116 votos,2010
Fantástico. Ciencia ficción. Aventuras. Steampunk,"6,8",Una invención diabólica ,371 votos,1958
Drama. Política. Cinema novo brasileño,"6,8",Tierra en trance ,460 votos,1967
Documental. ,"6,8",Clase valiente: El poder de las palabras ,163 votos,2016
Intriga. Drama. Comedia. II Guerra Mundial. Road Movie. Buddy Film,"6,8",Un cuento de Canterbury ,311 votos,1944
Western. Comedia. Remake. Siglo XIX,"6,8",El juez de la horca ,2.379 votos,1972
Drama. ,"6,8",El cohete ,355 votos,2013
Documental. Cine independiente USA,"6,8",GasLand ,463 votos,2010
Comedia. Musical. Comedia sofisticada. Comedia romántica,"6,8",Una hora contigo ,689 votos,1932
Documental. Conflicto árabe-israelí,"6,8",Nacido en Gaza ,387 votos,2014
Drama. Guerra de Bosnia,"6,8",Grbavica (El secreto de Esma) ,2.571 votos,2006
Aventuras. Piratas. Aventuras marinas. Siglo XVII. Capa y espada,"6,8",El cisne negro ,1.588 votos,1942
Documental. Animales. Simios. Años 70,"6,8",Proyecto Nim ,2.124 votos,2011
Drama. Antigua Roma. Cine épico. Religión. Celos. Histórico,"6,8",El signo de la cruz ,416 votos,1932
Drama. Aventuras. Vida rural (Norteamérica). Adolescencia. Cine independiente USA,"6,8",Mud ,21.481 votos,2012
Drama. Discapacidad,"6,8",Hombres ,778 votos,1950
Drama. Biográfico. Música. Drogas. Años 60. Años 70,"6,8",The Doors ,15.018 votos,1991
Drama. Guerra de Siria,"6,8",Alma Mater ,1.197 votos,2017
Documental. ,"6,8",Suite Habana ,943 votos,2003
Comedia. Romance. Comedia romántica,"6,8",Flor de cactus ,1.435 votos,1969
Comedia. Drama. ,"6,8",El hombre de al lado ,6.249 votos,2009
Drama. Drama de época. Siglo XIX. Familia,"6,8",Los hermanos Karamazov ,1.180 votos,1958
Intriga. Thriller. Thriller psicológico. Secuestros / Desapariciones. Asesinos en serie. Película de culto,"6,8",Desaparecida ,2.459 votos,1988
Drama. ,"6,8",Media luna ,608 votos,2006
Western. Aventuras. Spaghetti Western. Revolución Mexicana. Amistad,"6,8","¡Agáchate, maldito! ",3.421 votos,1971
Comedia. Terror. Comedia de terror. Falso documental. Vampiros. Hombres lobo,"6,8",Lo que hacemos en las sombras ,13.720 votos,2014
Western. Aventuras. Drama. Naturaleza. Animales. Familia. Remake,"6,8",El rastro de la pantera ,587 votos,1954
Drama. Vida rural. Venganza,"6,8",El río y la muerte ,645 votos,1955
Thriller. Intriga. Mafia. Crimen. IRA,"6,8",El largo viernes santo ,907 votos,1980
Intriga. Nazismo,"6,8",Los niños del Brasil ,6.281 votos,1978
Documental. Enseñanza. Infancia,"6,8",Sólo es el principio ,291 votos,2010
Drama. Comedia dramática,"6,8",Another Year ,6.141 votos,2010
Drama. Cocina. Enfermedad,"6,8",Una pastelería en Tokio ,5.617 votos,2015
Drama. Ciencia ficción. Drama psicológico. Bodas. Fin del mundo,"6,8",Melancolía ,29.028 votos,2011
Drama. Siglo XIX,"6,8",La marquesa de O ,781 votos,1976
Ciencia ficción. Acción. Distopía. Película de culto,"6,8",Desafío total ,67.638 votos,1990
Drama. Romance. ,"6,8",En cuerpo y alma ,2.976 votos,2017
Comedia. Comedia negra,"6,8",El gran calavera ,755 votos,1949
Comedia. Drama. Años 60. Política. Familia,"6,8",Mi hermano es hijo único ,2.461 votos,2007
Drama. Adopción. Infancia. Familia. Basado en hechos reales,"6,8",Verano 1993 ,14.536 votos,2017
Aventuras. Drama. Western. Años 40. Cinema novo brasileño,"6,8",Dios y el diablo en la tierra del sol ,684 votos,1964
Drama. Thriller. Crimen. Robos & Atracos,"6,8",Gran jugada en la Costa Azul ,246 votos,1963
Drama. Enfermedad. Alzheimer. Discapacidad. Cine independiente USA,"6,8",Siempre Alice ,12.470 votos,2014
Drama. Telefilm,"6,8",Muerte de un viajante (TV),1.121 votos,1985
Aventuras. Acción. Drama. Romance. Catástrofes,"6,8",Huracán sobre la isla ,680 votos,1937
Drama. Thriller. Nazismo,"6,8",La sombra del pasado ,698 votos,2018
Drama. ,"6,8",Capitán Abu Raed ,434 votos,2007
Drama. Vejez. Cine dentro del cine. Basado en hechos reales,"6,8",Una vida sencilla ,1.219 votos,2011
Comedia. Comedia sofisticada. Comedia romántica,"6,8",Lo que piensan las mujeres ,2.347 votos,1941
Animación. Fantástico. Aventuras. Infantil. ,"6,8",El verano de Coo ,1.511 votos,2007
Comedia. Robos & Atracos,"6,8",Cómo robar un millón y... ,3.659 votos,1966
Documental. ,"6,8",Guerra sin huella (TV),31 votos,2015
Western. Drama. Vida rural (Norteamérica),"6,8",El rey del rodeo ,1.588 votos,1972
Drama. Boxeo,"6,8",El aire de París ,137 votos,1954
Drama. ,"6,8",La isla de hierro ,203 votos,2005
Drama. Crimen. Neo-noir,"6,8",La decisión de las armas ,185 votos,1981
Drama. Años 50. Infancia,"6,8",El largo día acaba ,493 votos,1992
Drama. Intriga. Música. Melodrama,"6,8",Quién te cantará ,6.865 votos,2018
Intriga. Fantástico. Drama. Película de culto. Cine independiente USA. Thriller psicológico. Matemáticas,"6,8","Pi, fe en el caos ",29.474 votos,1998
Drama. Amistad,"6,8",En la ciudad ,6.641 votos,2003
Documental. ,"6,8",Crude ,101 votos,2009
Drama. Comedia. Comedia dramática. Comedia negra. Road Movie. Discapacidad,"6,8",Aaltra ,529 votos,2004
Fantástico. Drama. Romance. ,"6,8",La muerte de vacaciones ,427 votos,1934
Comedia. Vida rural. Alcoholismo,"6,8",Whisky a go-go ,774 votos,1949
Drama. Melodrama,"6,8",Rivales ,313 votos,1936
Documental. Vejez,"6,8",No Home Movie ,226 votos,2015
Drama. Edad Media. Erótico,"6,8",Las mil y una noches ,2.585 votos,1974
Drama. Crimen. Siglo XIX. Drama judicial. Histórico. Asesinos en serie,"6,8",El juez y el asesino ,395 votos,1976
Documental. Documental deportivo,"6,8",Jai Alai Blues ,39 votos,2015
Comedia. Drama. Romance. Enfermedad. Medicina,"6,8",Doctor Bull ,195 votos,1933
Documental. Documental sobre cine,"6,8",78/52. La escena que cambió el cine ,709 votos,2017
Drama. Familia. Enfermedad,"6,8",La piedra de la paciencia ,1.346 votos,2012
Drama. Homosexualidad,"6,8",Los chicos de la banda  ,405 votos,1970
Drama. Cinema novo brasileño,"6,8",El dragón de la maldad contra el santo guerrero ,383 votos,1969
Intriga. Crimen. Años 30,"6,8",Muerte en el Nilo ,5.377 votos,1978
Drama. Drama sureño,"6,8",Baby Doll ,1.392 votos,1956
Documental. Biográfico. Homosexualidad,"6,8","Ocaña, retrato intermitente (Ocaña, retrat intermitent) ",548 votos,1978
Drama. Enfermedad,"6,8",La vida ,381 votos,2001
Thriller. Cine dentro del cine,"6,8",El héroe anda suelto ,1.100 votos,1968
Drama. Enseñanza. Colegios & Universidad. Inmigración,"6,8",Profesor Lazhar ,8.539 votos,2011
Intriga. Thriller. Espionaje,"6,8",Sabotaje (La mujer solitaria) ,2.590 votos,1936
Drama. ,"6,8",Salve quien pueda (la vida) ,416 votos,1980
Terror. Intriga. Giallo. Asesinos en serie. Película de culto,"6,8",Rojo oscuro ,3.740 votos,1975
Drama. Años 40. Posguerra española. Vida rural. Infancia,"6,8",Pa negre (Pan negro) ,24.301 votos,2010
Documental. Documental sobre cine,"6,8",Esto no es una película ,796 votos,2011
Documental. Moda,"6,8",Notebook on Cities and Clothes ,105 votos,1989
Drama. Música,"6,8",Cuatro minutos ,2.356 votos,2006
Drama. ,"6,8",Los colores de la montaña ,994 votos,2010
Comedia. Drama. Comedia dramática. Japón feudal. Samuráis,"6,8",Scabbard Samurai ,549 votos,2011
Aventuras. Naturaleza,"6,8",Himalaya ,1.117 votos,1999
Aventuras. Drama. Siglo XIX. Melodrama. Juego,"6,8",La ciudad sin ley ,498 votos,1935
Drama. Cocina. Homosexualidad,"6,8",El repostero de Berlín ,1.440 votos,2017
Documental. Política,"6,8",Sanfermines 78 ,87 votos,2005
Drama. Thriller. Inmigración. Cine independiente USA,"6,8",Padre nuestro (Sangre de mi sangre) ,729 votos,2007
Drama. Romance. Crimen,"6,8",El enemigo público número 1 ,617 votos,1934
Drama. Comedia. Edad Media. Erótico,"6,8",El decamerón ,3.855 votos,1971
Drama. Erótico. África,"6,8",Paraíso: Amor ,2.336 votos,2012
