Description,Rate,Titles,Year
Documental. ,"6,1",Señora de ,2010
Drama. Deporte. Vejez,"6,1",Vivir sin parar ,2013
Drama. Inmigración,"6,1",Malas temporadas ,2005
Comedia. Romance. Comedia romántica,"6,1",No soy ningún ángel ,1933
Comedia. Secuela,"6,1",Don Camilo y el honorable Peppone (La revancha de Don Camilo) ,1955
Drama. ,"6,1","Hedi, un viento de libertad ",2016
Drama. Biográfico. Años 60. Años 70,"6,1",Factory Girl ,2006
Drama. Comedia. Comedia dramática. Amistad. Enfermedad,"6,1",Miss you already (Ya te extraño) ,2015
Drama. Comedia. Familia. Cine independiente USA,"6,1",Junebug ,2005
Drama. ,"6,1",Una mujer sin amor ,1952
Drama. Romance. Comedia. Familia. Comedia dramática,"6,1",Las partículas elementales ,2006
Animación. Infantil. Animales,"6,1",El bosque de Haquivaqui ,2016
Serie de TV. Drama. Acción. Miniserie de TV. Histórico. Volcanes,"6,1",Los últimos días de Pompeya (Miniserie de TV),1984
Drama. Adolescencia. Amistad. Drama psicológico,"6,1",Girlhood ,2014
Comedia. ,"6,1",Las joyas de la familia ,1965
Drama. ,"6,1",El Mesías ,1975
Drama. Musical. Biográfico. Música. Siglo XIX,"6,1",Sueño de amor ,1960
Comedia. Comedia negra. Drogas. Religión. Sátira,"6,1",Entre tinieblas ,1983
Documental. Dinosaurios. 3-D. Mediometraje,"6,1",Dinosaurios: Gigantes de la Patagonia ,2007
Drama. Histórico. Años 1910-1919,"6,1",Atentado: El día que cambió al mundo ,1975
Documental. ,"6,1",Extranjeras ,2003
Serie de TV. Thriller. Drama. Miniserie de TV. Basado en hechos reales. Asesinos en serie. Años 40. Histórico,"6,1",El estrangulador de Rillington Place (Miniserie de TV),2016
Drama. Drogas. Cine independiente USA,"6,1",Spun ,2002
Drama. Años 60,"6,1",En la playa de Chesil ,2017
Drama. Western. Vida rural (Norteamérica),"6,1",Llega un jinete libre y salvaje ,1978
Comedia. Drama. Cortometraje,"6,1",Meritocracia (C),1991
Drama. ,"6,1",La educación de las hadas ,2006
Drama. Romance. Comedia. Historias cruzadas,"6,1",Caricias ,1998
Drama. Familia. Transexualidad / transgénero,"6,1",52 martes ,2013
Comedia. Comedia negra,"6,1",Los aprendices ,1995
Drama. Histórico. Cine épico. Pintura,"6,1",El molino y la cruz ,2011
Thriller. Drama. Venganza,"6,1",Tu hijo ,2018
Documental. Musical. ,"6,1",El Gran Gato ,2002
Comedia. Drama. Romance. Homosexualidad. Comedia dramática. Familia,"6,1",Como los demás ,2008
Comedia. Cine familiar. Circo. Música. Sketches. Telefilm,"6,1",Zafarrancho en el circo (Parade) (TV),1974
Comedia. Crisis económica 2008. Trabajo/empleo. Drogas,"6,1",Lo dejo cuando quiero ,2014
Comedia. ,"6,1",Las hermanas enfadadas ,2004
Drama. Homosexualidad. SIDA,"6,1",Spinnin' ,2007
Documental. Pintura,"6,1",El gran museo ,2014
Terror. Thriller. Drama. Thriller psicológico. Gore. Película de culto. Erótico,"6,1",Anticristo ,2009
Drama. Familia. Mafia,"6,1","Calabria, mafia del sur ",2014
Comedia. Bélico. Sátira. Guerra Fría,"6,1",Un golpe de gracia ,1959
Drama. Animales. Homosexualidad,"6,1",Tomcat ,2016
Drama. Biográfico. Años 30. Nazismo. II Guerra Mundial,"6,1",13 minutos para matar a Hitler ,2015
Documental. Comedia. ,"6,1","Daliborek, el youtuber nazi ",2017
Drama. Romance. Comedia. Drama romántico. Comedia dramática,"6,1",Three ,2010
Fantástico. Aventuras. Siglo XIX,"6,1",La isla misteriosa ,1961
Drama. ,"6,1",La carta ,1999
Drama. Bélico. Secuela. Cine épico. Años 40,"6,1",Quemado por el sol 2: Éxodo ,2010
Drama. Romance. Familia. Drama romántico. Comedia dramática,"6,1",Una mujer difícil ,2004
Drama. Música,"6,1",El silencio antes de Bach ,2007
Drama. Romance. Amistad. Cine independiente USA. Colegios & Universidad,"6,1",Conocimiento carnal ,1971
Documental. ,"6,1",El hombre que embotelló el sol ,2016
Drama. Biográfico. Siglo XIX. Pintura,"6,1",Van Gogh (Vincent y Theo) ,1990
Comedia. Fantástico. Fantasmas,"6,1",Fantasmas en Roma ,1961
Terror. Drama. ,"6,1",El grito ,1978
Ciencia ficción. Acción. Futuro postapocalíptico. Distopía. Película de culto,"6,1",1997: Rescate en Nueva York ,1981
Drama. Años 1910-1919. I Guerra Mundial,"6,1",Las guardianas ,2017
Drama. Aventuras. ,"6,1",La muerte en este jardín ,1956
Aventuras. Drama. Siglo XVII,"6,1",La mujer bandido ,1945
Comedia. Crimen. Robos & Atracos,"6,1",Arreglo de cuentas en San Genaro ,1966
Bélico. Acción. Aventuras. II Guerra Mundial. Espionaje,"6,1",Triple Cross - La verdadera historia de Eddie Chapman ,1966
Drama. Homosexualidad,"6,1",Défense d'aimer ,2002
Thriller. Drama. 11-S,"6,1",El fundamentalista reticente ,2012
Thriller. Drama. Vejez. Drogas. Venganza,"6,1",Harry Brown ,2009
Acción. Thriller. Neo-noir. Policíaco,"6,1",El derecho a matar ,1980
Documental. ,"6,1",Nunca es tan oscuro (Mai és tan fosc) ,2014
Terror. Ciencia ficción. Fantástico. Monstruos. Comedia de terror. Zombis. Slasher. Película de culto,"6,1",La cabaña en el bosque ,2012
Thriller. Drama. Drama psicológico. Basado en hechos reales. Cine independiente USA,"6,1",Compliance ,2012
Thriller. Intriga. ,"6,1",Trágica obsesión ,1951
Intriga. Cine negro. ,"6,1",De repente ,1954
Drama. ,"6,1",Pasión que redime ,1947
Comedia. Drama. ,"6,1",El viaje del director de Recursos Humanos ,2010
Drama. Drama carcelario,"6,1",San Quentin ,1937
Documental. Teatro,"6,1",Màscares (Máscaras) ,2009
Bélico. II Guerra Mundial. África,"6,1",Tobruk ,1967
Drama. Basado en hechos reales. Histórico. Años 1910-1919. Enfermedad,"6,1",Camille Claudel 1915 ,2013
Comedia. Drama. Comedia absurda. Comedia dramática. Comedia negra,"6,1",Una paloma se posó en una rama a reflexionar sobre la existencia ,2014
Documental. Cocina,"6,1",Sushi: The Global Catch ,2011
Comedia. Romance. Comedia romántica. II Guerra Mundial. Nazismo,"6,1",Hubo una luna de miel ,1942
Drama. Basado en hechos reales. Años 80,"6,1",Guardián y verdugo ,2016
Documental. ,"6,1",La mentira verde ,2018
Intriga. Crimen. Años 20. Telefilm,"6,1",Agatha Christie - Matrimonio de sabuesos: El misterioso señor Brown (TV),1983
Romance. Drama. Drama romántico. Drama de época. Siglo XIX,"6,1",Bright Star ,2009
Terror. Asesinos en serie,"6,1",Diario de un loco ,1963
Drama. Drama psicológico. Medicina,"6,1",Alps ,2011
Bélico. II Guerra Mundial. Submarinos,"6,1",La guerra de Murphy ,1971
Thriller. Acción. Drama. Biográfico. Espionaje. Basado en hechos reales. Guerra de Iraq. Política,"6,1",Caza a la espía (Fair Game) ,2010
Comedia. Drama. Crimen,"6,1",Río arriba ,1930
Drama. Policíaco,"6,1",Una segunda oportunidad ,2014
Comedia. Drama. Romance. Historias cruzadas. Cine independiente USA,"6,1",HappyThankYouMorePlease ,2010
Comedia. Drama. Falso documental. Familia,"6,1",Carmina o revienta. ,2012
Comedia. Drama. Drama de época. Biográfico. Siglo XVII,"6,1",Las aventuras amorosas del joven Molière ,2007
Drama. Familia,"6,1",Happy End ,2017
Western. ,"6,1",El camino de la venganza ,1968
Aventuras. Fantástico. ,"6,1","She, la diosa del fuego ",1935
Drama. Fantástico. Adolescencia. Transexualidad / transgénero. Acoso escolar,"6,1",Girls Lost ,2015
Drama. Drama de época. Siglo XIX. Telefilm,"6,1",David Copperfield (TV),1969
Documental. Documental sobre música,"6,1",Who Killed Nancy? ,2009
Aventuras. Thriller. Naturaleza. Caza. Basado en hechos reales. Años 30,"6,1",Caza salvaje ,1981
Drama. Adopción,"6,1",La vergüenza ,2009
Drama. Comedia. Road Movie. Música. Holocausto,"6,1",Un lugar donde quedarse ,2011
Thriller. Drama. Mafia,"6,1",Los secretos de la Cosa Nostra ,1972
Drama. ,"6,1",American Buffalo ,1996
Animación. Drama. Romance. Aventuras marinas. Cine experimental. Animación para adultos. Pintura,"6,1",De profundis ,2006
Intriga. Sherlock Holmes. Crimen. Robos & Atracos. Mediometraje,"6,1",Terror en la noche ,1946
Drama. Pintura. Amistad. Adolescencia,"6,1",Los hongos ,2014
Intriga. Drama. Thriller. Sherlock Holmes,"6,1",El caso de los dedos cortados (Sherlock Holmes y la mujer de verde) ,1945
Drama. Telefilm. Biográfico. Histórico,"6,1",13 días de octubre (TV),2015
Thriller. Crimen,"6,1",Reykjavík-Rotterdam ,2008
Terror. Intriga. Remake. Siglo XV,"6,1",La torre de Londres ,1962
Bélico. Drama. II Guerra Mundial. Melodrama,"6,1",Cenizas bajo el sol ,1958
Drama. Siglo XIX. Deporte. Fútbol. Basado en hechos reales,"6,1",Unidos por un sueño ,2011
Drama. Histórico,"6,1",Cabalgata ,1933
Drama. ,"6,1",Ciudad en celo ,2006
Fantástico. Aventuras. Ciencia ficción. Cine mudo. Submarinos,"6,1",20.000 leguas de viaje submarino ,1916
Drama. Cine experimental,"6,1",Nocturno 29 ,1968
Terror. Thriller. Drama. Thriller psicológico. Secuestros / Desapariciones,"6,1",Secuestrados ,2010
Animación. Drama. Cortometraje (animación),"6,1",Tord och Tord (C),2010
Drama. Erótico. Prostitución. Homosexualidad. Cine independiente USA. Película de culto. Cine experimental,"6,1",Pink Narcissus ,1971
Comedia. Drama. Romance. Comedia dramática,"6,1",Lazo sagrado ,1939
Drama. II Guerra Mundial,"6,1",En tránsito ,2018
Documental. ,"6,1",La doble vida del faquir ,2005
Drama. Inmigración. Pesca,"6,1",Terraferma ,2011
Drama. Familia,"6,1",La quietud ,2018
Romance. Drama. Drama romántico. Adolescencia. Baile. Años 60. Música,"6,1",Dirty Dancing ,1987
Drama. II Guerra Mundial,"6,1",Los clandestinos de Asís ,1985
Cine negro. Intriga. Policíaco. Crimen. Navidad. Cine experimental,"6,1",La dama del lago ,1946
Drama. Inmigración. África,"6,1",Querida Bamako ,2007
Drama. Años 30. Trabajo/empleo,"6,1",F.I.S.T.: Símbolo de fuerza ,1978
Drama. Homosexualidad. Prostitución,"6,1",Amigo amado (Amic/Amat) ,1999
Documental. Documental sobre cine. Mediometraje. Telefilm,"6,1",Habitación 666 (TV),1982
Drama. Bélico. Histórico. II Guerra Mundial,"6,1",Historia de Malta ,1953
Comedia. Drama. Romance. Comedia dramática. Drama romántico. Homosexualidad. Amistad. Familia,"6,1",Una chica de Brooklyn (Appropriate Behaviour) ,2014
Intriga. Thriller. Crimen. II Guerra Mundial. Sherlock Holmes,"6,1",Sherlock Holmes en Washington ,1943
Drama. Años 70,"6,1",La máquina de pintar nubes ,2009
Comedia. Drama. Comedia negra. Comedia dramática. Colegios & Universidad,"6,1",El mejor padre del mundo ,2009
Thriller. Prostitución,"6,1",Kinatay ,2009
Comedia. Fútbol,"6,1",La gran final ,2006
Drama. ,"6,1",Ave del paraíso ,1932
Fantástico. Cine dentro del cine. Cine experimental. Cortometraje,"6,1",Estereoscopía (C),2011
Terror. Thriller. ,"6,1",Encuentro mortal ,1976
Comedia. Romance. Comedia romántica,"6,1",Corazón de León ,2013
Thriller. Drama. ,"6,1",Perder es cuestión de método ,2005
Ciencia ficción. Drama. ,"6,1",Éstos son los condenados ,1963
Comedia. Años 60. Inmigración,"6,1",Las chicas de la 6ª planta ,2010
Acción. Thriller. Crimen,"6,1",Roma a mano armada ,1976
Drama. Vida rural. Cine experimental,"6,1",Post Tenebras Lux ,2012
Drama. Crimen. Prostitución. Basado en hechos reales,"6,1",La calle de la amargura ,2015
Thriller. Road Movie,"6,1",Autostop sangriento ,1977
Documental. Documental sobre cine,"6,1",Writing Heads: Hablan los guionistas ,2013
Ciencia ficción. Fantástico. ,"6,1",El unicornio ,1975
Aventuras. Infantil. Surrealismo. Trenes/Metros,"6,1",El emperador del Perú ,1982
Ciencia ficción. Comedia. Drama. Falso documental. Monstruos. Superhéroes,"6,1",Big Man Japan ,2007
Drama. ,"6,1",Leche ,2008
Drama. Historias cruzadas. Familia. Drama social,"6,1",Mamut ,2009
Comedia. Drama. Coches / Automovilismo. Comedia dramática. Historias cruzadas. Familia. Celos,"6,1",El gran atasco ,1979
Comedia. Crimen. Comedia negra,"6,1",Una chica tan decente como yo ,1972
Drama. Romance. Prostitución. Homosexualidad. Drama social. Fútbol,"6,1",La partida ,2013
Animación. Fantástico. Comedia. Musical. Años 1910-1919. Monstruos. 3-D,"6,1",Un monstruo en París ,2011
Documental. Crimen. Abusos sexuales,"6,1",Nagore ,2010
Documental. Documental sobre música,"6,1",Maria Bethânia: Música y Perfume ,2005
Comedia. Drama. Comedia dramática. Vejez,"6,1",¿Y si vivimos todos juntos? ,2011
Animación. Fantástico. Comedia. Infantil. Navidad,"6,1",El aprendiz de Papá Noel ,2010
Terror. Thriller. Crimen. Asesinos en serie. Siglo XIX. Serie B,"6,1",Barba Azul ,1944
Drama. Acción. Biográfico. Deporte. Boxeo. Años 70. Años 80,"6,1",Manos de Piedra ,2016
Documental. Documental sobre música. Conciertos,"6,1",Apocalypse: A Bill Callahan Tour Film ,2012
Aventuras. Comedia. ,"6,1",La burla del diablo ,1953
Drama. ,"6,1",La fiebre del loco ,2001
Drama. Remake,"6,1",Interview ,2007
Drama. Fotografía. Familia,"6,1",El amor es más fuerte que las bombas ,2015
Intriga. Thriller. Terror. Giallo. Policíaco. Drama psicológico. Película de culto,"6,0",Una lagartija con piel de mujer ,1971
Drama. Sátira. Televisión,"6,0",Un juego de inteligencia ,2007
Western. Romance. Biográfico. Histórico,"6,0",El hombre de la frontera ,1940
Drama. Biográfico. Religión. Histórico. Política,"6,0",Popieluszko. La libertad está en nosotros ,2009
Drama. Romance. Política. Película de episodios,"6,0",Amor y rabia ,1969
Documental. Religión,"6,0","Jesus, You Know ",2003
Drama. Cine independiente USA,"6,0",Quinceañera ,2006
Drama. Fantástico. Fantasmas. Familia,"6,0",Nagasaki: Recuerdos de mi hijo ,2015
Drama. Bélico. Periodismo,"6,0",Thank You for Bombing ,2015
Documental. Biográfico,"6,0",Boye ,2016
Comedia. Años 90,"6,0",Nada que declarar ,2010
Ciencia ficción. Acción. Terror. Comedia de terror. Extraterrestres,"6,0",Attack The Block ,2011
Drama. Familia. Adolescencia,"6,0",La por (El miedo) ,2013
Comedia. Comedia romántica. Comedia dramática,"6,0",Requisitos para ser una persona normal ,2015
Drama. Romance. Remake,"6,0",Lolita ,1997
Thriller. Intriga. ,"6,0",Inspector Wallander: Pisando los talones ,2005
Serie de TV. Intriga. Crimen. Años 30. Años 50. Policíaco,"6,0",Los pequeños asesinatos de Agatha Christie (Serie de TV),2009
Drama. Música. Drogas,"6,0",Alguien a quien amar ,2014
Drama. ,"6,0",Le Quattro Volte ,2010
Romance. Drama. Drama romántico. Vejez,"6,0",Le Week-End ,2013
Terror. Intriga. Drama psicológico. Casas encantadas,"6,0",Pesadilla diabólica ,1976
Comedia. Mediometraje. Cine mudo,"6,0",Charlot rapta a su novia (La fuga de Charlot) ,1915
Comedia. Road Movie. Sátira. Comedia absurda,"6,0",La chica del 14 de julio ,2013
Comedia. Thriller. Drama. Vejez. Comedia negra. Años 90,"6,0",Kaplan ,2014
Drama. Discapacidad. Autismo. Familia,"6,0",La vida de Anna ,2016
Serie de TV. Animación. Aventuras. Infantil. ,"6,0",Don Quijote de la Mancha (Serie de TV),1978
Thriller. Intriga. Comedia negra. Thriller psicológico. Familia,"6,0",Borgman ,2013
Drama. Comedia. ,"6,0",Petulia ,1968
Drama. Comedia. Comedia dramática. Melodrama. Familia,"6,0",Siempre juntos (Benzinho) ,2018
Comedia. Cine dentro del cine,"6,0",Siempre Eva ,1937
Thriller. Drama. Guerra Fría. Submarinos. Basado en hechos reales. Años 60,"6,0",K-19: The Widowmaker ,2002
Drama. Años 80,"6,0",Los gigantes no existen ,2017
Drama. Basado en hechos reales. Años 80. Terrorismo. ETA. Telefilm,"6,0",Santuario (TV),2015
Intriga. Thriller. Policíaco,"6,0",El cuerpo de mi enemigo ,1976
Thriller. Drama. Crimen,"6,0",Armas para el caribe ,1965
Ciencia ficción. Aventuras. Fantástico. Siglo XIX. Aventura espacial. Monstruos. Steampunk,"6,0",La gran sorpresa ,1964
Terror. Acción. Comedia negra. Zombis. Gore. Secuela. Nazismo,"6,0",Zombis nazis 2 ,2014
Documental. Crimen. Mediometraje,"6,0",Vida y muerte de un arquitecto ,2017
Thriller. Mafia. Crimen. Cine independiente USA,"6,0",Carne viva ,1972
Thriller. Crimen. Años 80. Yakuza & Triada,"6,0",Nameless Gangster ,2012
Bélico. II Guerra Mundial,"6,0",Arenas sangrientas ,1949
Drama. ,"6,0",Dear Dictator ,2014
Thriller. ,"6,0",Los ojos muertos de Londres ,1961
Cine negro. Drama. Intriga. Acción. Crimen. Robos & Atracos. Policíaco,"6,0",El faro azul ,1950
Drama. ,"6,0",Carne trémula ,1997
Drama. ,"6,0",Un alma libre ,1931
Drama. Animales. Infancia,"6,0",Aves de paso ,2015
Thriller. Drama. Surrealismo,"6,0",Animals ,2017
Drama. Años 1900 (circa). Pintura. Biográfico,"6,0",Paula ,2016
Drama. Documental. Transexualidad / transgénero,"6,0",Naomi Campbel ,2013
Comedia. Cine mudo. Ejército,"6,0",Escurrir el bulto ,1928
Drama. ,"6,0",Amor + Odio ,2005
Drama. Melodrama. Homosexualidad. Cine dentro del cine. Religión. Abusos sexuales. Enseñanza,"6,0",La mala educación ,2004
Terror. Fantástico. Película de culto. Zombis,"6,0",Vinieron de dentro de... ,1975
Terror. Película de episodios,"6,0",El asilo del terror ,1972
Drama. ,"6,0",Seventeen ,2017
Intriga. Drama. Familia. Mafia,"6,0",Turín negro ,1972
Comedia. Drama. Medicina. Comedia dramática,"6,0",Hipócrates ,2014
Thriller. Drama. Acción. Crimen. Drogas,"6,0",Dinero fácil ,2010
Terror. Intriga. Sobrenatural. Casas encantadas,"6,0",La mansión de los horrores ,1959
Drama. Romance. Cine independiente USA. Mumblecore,"6,0",Quiet City ,2007
Acción. Comedia. Crimen. Policíaco,"6,0",Por encima de la ley ,2015
Drama. Comedia. Comedia dramática. Transexualidad / transgénero,"6,0",Una nueva amiga ,2014
Documental. ,"6,0",EXPO LIO 92’ ,2017
Drama. Romance. Discapacidad,"6,0",En equilibrio ,2015
Drama. Biográfico. Religión. Enfermedad. Siglo XIX,"6,0",La duda de Darwin ,2009
Intriga. Drama. Sherlock Holmes. Años 40,"6,0",Mr. Holmes ,2015
Drama. ,"6,0",La herida ,2013
Thriller. Secuestros / Desapariciones. Policíaco,"6,0",Cuenta atrás ,2010
Drama. Basado en hechos reales,"6,0",La increíble historia de Christina Noble ,2014
Drama. Crimen. Años 70. Cine independiente USA,"6,0",En un lugar sin ley ,2013
Comedia. Comedia romántica,"6,0",Amor en la oficina ,1937
Western. ,"6,0",Un revólver solitario ,1956
Comedia. Musical. ,"6,0",Amor en conserva ,1949
Comedia. Romance. Comedia romántica. Remake,"6,0",Encuentro en París ,1964
Drama. Homosexualidad,"6,0",Desde allá ,2015
Drama. ,"6,0",Planes para mañana ,2010
Drama. Bélico. I Guerra Mundial,"6,0",Mar de fondo ,1931
Acción. Drama. Artes marciales. Autismo. Discapacidad. Yakuza & Triada,"6,0",Chocolate ,2008
Comedia. Vejez. Amistad,"6,0",Vacaciones de ferragosto ,2008
Drama. Racismo. Remake. Años 40,"6,0",Llanto por la tierra amada ,1995
Musical. Comedia. Siglo XIX. Biográfico. Ballet,"6,0",El fabuloso Andersen ,1952
Bélico. Drama. ,"6,0",Hombres olvidados ,1953
Drama. Cortometraje,"6,0",La gallina (C),2013
Thriller. Acción. Robos & Atracos,"6,0",El gran golpe ,2012
Terror. Sobrenatural. Casas encantadas. Vampiros. Vudú. Película de episodios,"6,0",La mansión de los crímenes ,1971
Acción. Thriller. ,"6,0",El cazador de hombres ,1976
Musical. I Guerra Mundial. Espionaje,"6,0",Darling Lili ,1970
Comedia. ,"6,0",Ciudad mágica ,1947
Drama. Nazismo. Años 30,"6,0",Invencible ,2001
Drama. África,"6,0",Desgracia ,2008
Drama. Comedia. Comedia negra,"6,0",Punto y Raya ,2004
Drama. ,"6,0",La teta asustada ,2009
Drama. Crimen. Adolescencia. Drama romántico. Bandas/pandillas callejeras,"6,0",Black ,2015
Intriga. Thriller. Sherlock Holmes,"6,0",Sherlock Holmes y el arma secreta ,1943
Romance. Comedia. Comedia romántica,"6,0",Pastel de pera con lavanda ,2015
